Species,Weight,Length1,Length2,Length3,Height,Width
Smelt,9.9,10.96,12.21,12.44,2.18,1.3
Roach,148.97,21.06,21.8,25.84,6.71,3.53
Smelt,10.1,11.86,11.8,12.84,2.31,1.33
Bream,642.54,31.52,33.33,39.27,14.8,5.21
Parkki,147.9,19.09,21.53,23.43,8.89,3.39
Roach,147.5,21.06,23.39,24.47,6.49,3.46
Bream,591.7,30.7,32.12,38.74,15.79,5.17
Smelt,11.41,11.87,12.21,13.87,2.34,1.26
Pike,484.5,40.5,42.83,45.41,7.11,5.05
Roach,153.4,19.68,22.05,25.22,7.03,3.47
Parkki,147.9,19.95,19.58,22.75,8.62,3.13
Bream,579.5,30.4,34.1,38.35,15.94,5.28
Whitefish,296.82,25.09,27.44,30.8,9.38,4.63
Perch,202.73,23.04,27.35,29.43,7.53,4.24
Whitefish,302.94,26.88,28.65,30.82,8.69,4.49
Whitefish,458.37,26.88,29.4,30.5,9.76,4.82
Pike,530.4,38.09,42.83,44.94,7.26,5.15
Perch,209.0,24.83,25.53,28.05,7.61,4.28
Roach,141.6,19.61,21.16,24.47,6.83,3.75
Perch,206.91,24.25,26.57,26.12,6.64,4.11
Perch,211.09,23.04,26.31,28.88,8.08,4.2
Smelt,11.87,10.96,12.08,13.1,2.31,1.32
Bream,642.54,29.49,32.12,40.04,15.49,5.49
Whitefish,293.76,24.32,27.16,32.03,8.87,5.27
Parkki,142.84,18.73,20.76,24.13,8.53,3.46
Bream,599.29,29.4,31.78,36.96,15.34,5.26
Perch,404.99,26.14,28.32,27.23,7.06,3.99
Whitefish,481.52,25.6,27.79,31.45,8.87,4.73
Parkki,149.35,19.0,19.38,20.99,9.34,3.17
Parkki,137.75,17.82,20.91,22.09,8.45,3.14
Smelt,10.1,11.86,11.92,13.08,2.36,1.25
Perch,374.13,24.83,25.01,29.74,8.16,5.02
Roach,155.09,20.85,23.36,25.35,6.19,3.42
Bream,634.4,31.52,33.44,39.89,15.18,5.43
Roach,148.97,21.68,22.7,25.1,6.45,3.51
Bream,630.19,30.31,33.77,38.35,15.7,5.23
Pike,530.4,39.61,43.43,48.09,7.86,4.82
Bream,599.29,31.21,33.33,39.12,15.1,5.7
Roach,141.6,20.65,22.92,25.35,6.64,3.57
Roach,154.88,20.91,22.92,23.86,6.56,3.47
Parkki,145.0,18.24,20.37,22.74,8.19,3.26
Whitefish,306.0,27.95,27.44,30.18,8.95,4.63
Bream,624.01,29.18,32.78,38.88,14.42,5.16
Parkki,150.35,18.43,21.53,22.97,8.71,3.39
Smelt,11.06,10.84,11.84,13.1,2.22,1.36
Roach,154.88,20.85,22.5,24.22,6.96,3.78
Whitefish,299.88,25.82,30.1,33.36,9.86,5.27
Whitefish,463.0,25.82,29.81,33.36,9.19,4.92
Bream,642.54,30.61,33.33,38.5,15.34,5.43
Parkki,151.86,18.91,19.38,20.99,8.62,3.29
Smelt,11.98,11.29,11.84,12.68,2.12,1.4
Perch,206.91,26.92,26.9,26.95,6.99,4.03
Bream,616.1,30.31,34.1,38.35,15.94,5.17
Roach,153.57,20.91,21.58,25.1,6.58,3.67
Smelt,11.29,11.75,11.45,13.6,2.18,1.23
Perch,206.91,24.01,26.05,28.05,7.69,4.59
Roach,155.09,19.61,22.03,25.97,6.25,3.77
Whitefish,463.0,27.95,27.79,32.72,9.76,4.49
Smelt,10.1,11.3,12.33,13.21,2.16,1.29
Roach,152.05,19.47,21.8,25.72,6.84,3.46
Roach,158.13,20.03,21.36,24.6,6.83,3.66
Bream,611.65,29.79,32.78,36.44,14.73,5.44
Pike,671.97,42.11,45.15,46.72,7.34,4.7
Roach,140.12,20.03,21.36,24.1,6.64,3.73
Smelt,11.18,10.95,11.84,13.87,2.14,1.31
Whitefish,476.89,26.37,27.44,32.41,8.51,5.12
Roach,144.55,20.09,23.36,24.85,6.51,3.55
Whitefish,318.24,25.6,27.5,30.82,9.86,4.73
Pike,504.9,40.02,43.43,45.8,7.41,5.15
Pike,489.6,40.02,42.57,48.09,7.65,5.02
Smelt,11.52,11.64,11.56,13.74,2.18,1.32
Bream,605.47,29.79,32.67,40.43,15.03,5.59
Parkki,143.55,17.27,20.08,22.5,8.98,3.16
Smelt,9.6,11.87,11.68,12.58,2.18,1.36
Perch,209.0,26.4,26.57,27.5,8.32,4.36
Pike,721.48,42.11,43.43,43.97,7.14,4.97
Bream,648.72,31.31,32.12,39.12,14.95,5.07
Roach,146.03,20.23,22.27,24.6,6.45,3.57
Roach,147.5,21.26,22.05,23.86,6.56,3.55
Pike,735.63,42.11,43.86,48.25,7.49,5.2
Pike,679.04,41.26,44.29,45.89,7.64,5.0
Bream,579.5,30.4,34.32,38.88,14.36,5.43
Smelt,9.6,11.75,12.39,13.1,2.25,1.21
Smelt,10.0,11.07,12.27,12.97,2.16,1.31
Bream,599.29,30.31,33.66,40.27,14.36,5.32
Pike,671.97,40.43,45.93,46.26,6.93,4.97
Parkki,156.37,19.0,21.53,21.87,8.45,3.39
Parkki,144.34,17.64,19.66,21.65,8.62,3.14
Pike,510.0,41.26,41.71,49.2,7.56,4.87
Bream,611.65,30.91,33.11,38.35,14.95,5.44
Parkki,147.9,17.27,19.18,22.97,8.87,3.01
Smelt,9.7,10.85,12.27,12.55,2.09,1.32
Smelt,11.41,11.41,12.27,13.21,2.2,1.23
Roach,149.01,21.26,22.5,25.84,6.69,3.71
Perch,381.85,24.83,25.53,26.4,8.08,4.92
Parkki,150.8,19.57,21.73,22.97,8.63,3.33
Roach,150.53,20.71,22.72,25.35,6.45,3.6
Pike,499.8,42.5,41.95,44.94,7.07,4.9
Parkki,145.0,18.18,19.97,23.66,8.8,3.14
Smelt,10.0,11.07,11.84,12.44,2.09,1.31
Pike,484.5,40.9,45.93,43.51,7.19,5.05
Smelt,11.29,10.85,12.04,12.81,2.18,1.33
Pike,515.1,41.7,42.39,46.83,7.44,5.15
Whitefish,315.18,27.41,28.28,33.36,8.87,4.82
Smelt,11.41,11.64,12.08,13.62,2.31,1.33
Parkki,150.35,18.55,20.56,21.43,9.07,3.2
Smelt,9.4,11.87,11.45,13.62,2.16,1.28
Smelt,11.75,11.07,11.21,13.21,2.09,1.31
Perch,202.73,24.98,25.01,26.4,6.78,4.97
Whitefish,444.48,25.09,28.28,33.36,8.51,4.87
Roach,143.07,20.44,22.94,25.97,6.63,3.6
Whitefish,321.3,25.86,27.16,31.77,8.43,4.73
Bream,599.29,30.4,31.68,36.57,15.49,5.21
Smelt,9.6,11.64,12.04,13.34,2.25,1.25
Parkki,148.85,18.36,21.73,21.87,8.62,3.2
Bream,636.36,30.61,34.76,37.2,15.34,5.02
Roach,145.97,21.06,21.61,24.47,6.96,3.57
Bream,591.7,30.61,32.45,38.35,15.34,5.39
Whitefish,318.24,25.82,27.72,31.11,9.22,4.49
Pike,679.04,39.3,42.83,46.83,7.36,4.82
Bream,579.5,31.52,34.43,40.43,14.8,5.28
Pike,679.04,40.02,43.28,45.34,7.79,5.11
Whitefish,321.3,25.28,29.23,32.09,8.43,4.87
Perch,202.73,24.98,26.05,26.68,6.58,5.02
Perch,404.99,24.01,26.57,26.68,7.69,3.99
Pike,530.4,39.2,43.72,45.34,7.22,5.11
Pike,530.4,40.5,46.37,48.73,7.58,4.95
Smelt,11.87,11.75,12.39,13.62,2.14,1.21
Roach,153.57,21.47,21.83,24.47,6.32,3.69
Bream,628.3,31.52,34.65,39.27,15.03,5.39
Parkki,149.35,17.82,20.7,23.43,8.54,3.46
Parkki,156.37,18.73,21.32,23.43,8.87,3.13
Pike,686.12,40.02,45.48,43.97,7.26,5.1
Pike,728.56,38.09,42.39,45.8,7.19,5.06
Bream,610.0,30.7,33.33,36.57,14.88,5.26
Smelt,11.98,11.75,11.68,13.87,2.23,1.23
Parkki,142.84,17.64,18.98,22.74,8.54,3.33
Smelt,9.4,11.29,11.33,12.58,2.23,1.29
Perch,219.45,23.04,24.75,31.54,7.13,4.24
Pike,535.5,40.5,44.72,48.73,7.51,5.0
Whitefish,299.88,26.62,29.4,29.26,9.96,5.27
Parkki,152.25,18.43,20.29,22.97,8.63,3.26
Perch,397.28,26.4,26.05,28.83,6.85,4.36
Roach,144.55,20.71,23.17,26.22,6.19,3.46
Bream,611.65,30.4,32.01,39.66,14.21,5.49
Bream,591.7,30.7,31.45,36.57,15.55,5.43
Roach,153.57,21.53,22.72,24.35,6.32,3.78
Smelt,10.3,11.3,12.69,12.97,2.13,1.26
Roach,154.88,21.32,23.36,26.22,6.19,3.78
Bream,640.5,30.31,32.01,40.43,15.25,5.49
Smelt,10.2,11.29,12.57,12.58,2.16,1.39
Pike,515.1,41.3,42.57,48.25,7.49,4.87
Whitefish,472.26,24.58,27.16,31.11,10.05,4.92
Pike,499.8,43.32,45.48,44.94,7.86,5.2
Parkki,150.35,19.95,20.56,23.2,8.11,3.29
Smelt,11.41,11.52,12.15,12.94,2.31,1.3
Perch,401.13,23.28,26.31,27.77,7.06,4.92
Smelt,9.9,11.75,12.08,13.08,2.18,1.31
Whitefish,318.24,25.09,28.94,30.82,9.22,4.82
Roach,150.45,20.65,22.25,25.6,6.56,3.78
Whitefish,463.0,26.37,30.1,29.88,9.86,4.82
Whitefish,296.82,25.28,27.79,32.41,9.09,5.22
Roach,152.05,20.23,22.03,23.97,6.69,3.8
Parkki,150.35,18.36,18.98,22.31,8.28,3.26
Perch,198.55,26.92,25.27,29.74,6.99,4.11
Perch,377.99,25.09,25.53,26.12,7.69,4.78
Pike,728.56,41.7,41.71,44.43,7.65,4.72
Parkki,152.25,18.24,20.91,22.31,9.07,2.98
Smelt,11.98,11.53,11.92,12.71,2.16,1.29
Pike,735.63,40.1,46.37,45.8,7.65,4.87
Bream,593.12,31.21,33.11,36.57,15.94,5.49
Perch,217.36,25.35,24.75,31.24,6.71,4.2
Bream,640.5,30.4,33.99,37.97,15.7,5.7
Perch,215.27,25.35,28.6,27.23,6.58,4.73
Perch,219.45,25.35,26.31,28.83,6.92,4.59
Smelt,9.8,11.3,11.92,12.94,2.27,1.24
Whitefish,439.85,27.68,27.16,30.18,9.96,5.17
Whitefish,444.48,26.37,26.88,31.42,8.6,4.87
Bream,642.54,29.49,32.01,36.44,15.4,5.32
Pike,679.04,39.2,45.04,47.63,7.22,4.63
Whitefish,458.37,25.55,29.81,31.11,9.13,4.59
Pike,742.7,40.5,45.93,46.36,7.86,4.85
Perch,209.0,25.09,26.83,31.24,7.27,4.07
Smelt,11.64,10.96,12.15,13.34,2.36,1.31
Whitefish,321.3,27.15,28.94,30.49,9.22,4.97
Parkki,150.8,18.24,20.91,22.74,9.07,3.11
Parkki,150.8,18.24,21.73,22.04,9.16,3.23
Whitefish,481.52,26.88,27.5,30.5,9.13,5.27
Roach,141.6,20.29,22.25,24.6,7.03,3.73
Smelt,11.52,11.41,12.21,13.6,2.16,1.36
Parkki,149.35,17.82,21.32,24.13,8.96,3.07
Smelt,9.6,10.96,12.39,13.08,2.2,1.29
Smelt,11.52,11.75,12.57,12.94,2.27,1.33
Parkki,156.37,18.05,20.37,22.09,8.54,3.2
Bream,603.9,29.7,34.1,37.34,15.55,5.16
Bream,579.5,31.52,34.1,37.34,14.58,5.02
Parkki,156.37,18.81,19.18,22.09,9.16,3.17
Whitefish,453.74,26.11,28.28,31.77,9.38,4.82
Pike,679.04,40.9,45.93,46.36,7.79,5.1
Smelt,11.64,11.18,12.15,13.47,2.29,1.28
Bream,634.4,29.7,33.0,36.82,14.42,5.64
Perch,393.42,23.28,29.74,27.23,8.16,4.64
Whitefish,472.26,27.15,27.72,29.57,8.51,4.87
Bream,603.9,30.61,32.01,39.5,14.88,5.21
Whitefish,463.0,26.08,28.65,31.42,8.78,4.92
Perch,204.82,25.35,25.53,30.04,7.77,4.78
Bream,610.0,31.82,33.33,36.44,14.21,5.32
Roach,150.45,21.53,22.5,24.47,6.58,3.8
Whitefish,315.18,26.88,28.36,31.14,8.6,4.54
Whitefish,486.15,26.08,26.6,31.72,9.09,5.17
Parkki,148.85,18.62,19.58,22.5,8.28,3.42
Pike,742.7,41.7,43.28,46.83,7.51,4.77
Perch,215.27,26.66,25.79,28.32,7.77,4.69
Bream,636.36,31.82,34.65,39.66,15.64,5.48
Pike,742.7,40.5,41.71,45.41,7.36,4.95
Roach,150.53,21.12,23.17,25.6,6.76,3.64
Smelt,11.75,11.3,11.21,13.21,2.2,1.26
Smelt,9.6,11.3,11.21,13.21,2.23,1.42
Roach,158.13,20.03,21.16,24.6,6.9,3.69
Smelt,11.75,11.86,12.57,13.08,2.13,1.4
Perch,366.42,23.52,28.89,29.74,8.32,4.28
Parkki,142.1,19.95,20.49,23.2,8.8,3.13
Whitefish,309.06,25.34,28.36,32.03,9.86,4.49
Bream,642.54,30.31,32.78,36.82,15.18,5.17
Roach,147.49,19.47,21.16,24.72,6.36,3.67
Whitefish,476.89,27.68,28.28,29.88,9.09,4.68
Perch,198.55,27.44,27.47,26.95,6.99,4.32
Whitefish,296.82,27.68,27.44,30.18,10.05,4.68
Whitefish,306.0,25.28,28.65,32.03,8.87,5.12
Whitefish,318.24,24.58,30.1,30.18,9.22,5.02
Bream,616.1,30.1,32.78,38.88,15.64,5.48
Roach,146.03,20.85,21.8,26.22,6.76,3.46
Perch,393.42,23.04,27.09,26.4,8.16,4.83
Smelt,11.52,11.41,11.92,13.1,2.29,1.34
Smelt,10.2,11.86,11.84,13.47,2.2,1.31
Pike,515.1,40.02,42.39,46.72,7.49,4.85
Bream,616.1,31.92,32.34,37.73,15.4,5.02
Whitefish,467.63,25.86,30.1,31.11,10.05,5.17
Perch,397.28,25.88,25.53,28.83,6.58,4.73
Pike,489.6,38.5,43.28,49.2,7.22,4.97
Parkki,149.35,19.95,20.56,21.43,8.71,3.19
Pike,530.4,39.3,42.57,47.17,7.64,4.87
Whitefish,439.85,26.37,29.52,30.49,9.48,4.87
Parkki,157.87,19.09,19.38,22.74,8.8,3.04
Parkki,152.25,19.0,19.66,23.43,8.28,3.19
Whitefish,299.88,27.95,28.0,29.57,9.19,4.63
Parkki,154.87,18.24,20.76,21.21,8.28,3.23
Pike,721.48,41.7,42.83,45.8,7.79,5.1
Smelt,10.95,11.75,11.45,13.08,2.09,1.39
Roach,153.57,19.61,22.03,25.35,6.56,3.84
Parkki,147.35,19.76,21.53,23.2,9.07,3.23
Parkki,142.1,19.57,18.78,22.5,8.19,3.26
Pike,721.48,38.09,44.72,48.09,7.65,4.82
Perch,202.73,25.09,28.89,27.5,8.0,4.69
Roach,156.61,20.09,22.03,25.6,6.63,3.46
Whitefish,302.94,26.37,29.81,30.49,9.09,4.49
Bream,579.5,30.61,34.76,37.2,15.55,5.12
Parkki,152.25,18.91,20.76,21.65,8.54,3.14
Smelt,11.64,11.64,12.27,13.23,2.13,1.21
Smelt,9.5,11.52,12.08,12.44,2.25,1.43
Pike,499.8,41.26,43.72,46.83,7.51,5.1
Perch,217.36,24.01,27.47,28.6,6.85,4.78
Bream,642.54,31.92,33.0,38.74,14.58,5.39
Pike,735.63,39.7,43.28,49.2,7.19,5.05
Pike,515.1,40.9,41.28,48.25,7.14,5.2
Pike,520.2,40.5,46.37,47.31,7.64,5.05
Bream,642.54,28.79,33.0,38.88,14.95,5.02
Pike,671.97,42.91,44.72,46.26,7.19,4.63
Perch,401.13,26.92,29.45,29.13,8.0,5.02
Smelt,9.6,11.64,12.15,12.55,2.12,1.34
Perch,219.45,25.09,26.9,31.54,7.27,4.03
Bream,634.4,29.7,32.78,37.73,15.34,5.07
Roach,150.45,21.68,21.16,24.35,6.19,3.62
Smelt,11.06,11.19,12.57,13.36,2.27,1.38
Whitefish,486.15,25.34,27.5,32.72,9.29,4.82
Roach,149.01,20.5,23.17,23.61,6.19,3.49
Parkki,157.87,17.27,20.56,21.65,9.16,3.04
Whitefish,449.11,26.88,27.44,32.34,9.48,4.82
Parkki,145.84,19.09,19.87,22.27,8.19,3.14
Bream,599.29,31.62,31.78,38.5,14.51,5.39
Roach,159.65,19.61,21.83,26.09,6.51,3.42
Pike,520.2,42.08,42.14,43.97,7.22,4.82
Whitefish,318.24,25.28,28.0,30.5,8.51,4.68
Perch,389.56,23.77,27.09,28.6,6.71,3.95
Pike,504.9,41.7,43.0,45.41,7.26,5.02
Parkki,157.87,18.55,19.97,22.09,8.89,3.2
Bream,648.72,30.61,34.1,37.73,15.7,5.17
Roach,154.88,20.29,22.72,26.22,6.76,3.6
Roach,141.6,21.32,23.36,24.72,6.76,3.62
Perch,401.13,26.14,26.83,27.23,7.69,4.24
Bream,585.6,31.21,33.66,39.89,14.95,5.48
Bream,616.1,31.92,33.66,38.5,15.64,5.17
Pike,499.8,41.26,43.43,44.88,7.51,4.8
Parkki,150.8,18.05,21.73,22.27,8.63,3.2
Roach,156.61,20.03,22.03,25.22,6.19,3.84
Perch,374.13,25.46,27.09,30.94,6.71,5.02
Perch,370.28,25.09,27.35,28.53,6.99,4.28
Roach,145.97,20.85,21.61,23.72,6.45,3.47
Whitefish,293.76,26.08,27.79,32.34,8.43,4.73
Bream,624.01,31.31,33.44,36.82,15.18,5.48
Parkki,142.84,18.43,19.38,21.87,8.87,3.36
Roach,147.5,20.65,22.05,23.61,6.58,3.71
Whitefish,444.48,25.34,27.79,30.18,8.69,4.87
Smelt,11.18,11.19,12.33,13.36,2.36,1.43
Pike,504.9,39.61,42.57,44.43,7.41,5.05
Bream,597.8,31.92,32.34,38.88,15.79,5.02
Perch,397.28,24.83,27.75,28.6,8.24,4.97
Roach,147.5,20.03,23.17,23.61,7.03,3.73
Roach,141.6,21.53,22.7,24.1,6.32,3.47
Roach,145.97,20.03,21.14,25.72,6.38,3.66
Smelt,11.64,11.75,12.45,13.87,2.22,1.42
Parkki,149.35,18.55,21.32,22.5,8.7,3.23
Whitefish,467.63,27.41,29.23,33.36,9.57,5.07
Roach,154.88,19.47,23.17,24.22,6.19,3.69
Pike,504.9,42.91,44.16,47.17,7.41,4.87
Parkki,140.65,19.09,21.32,24.36,8.79,3.23
Parkki,150.8,17.64,20.56,21.87,9.16,2.98
Bream,634.4,28.88,33.66,39.27,15.79,5.37
Bream,586.94,31.82,32.01,36.96,14.73,5.54
Smelt,10.0,11.07,12.39,13.34,2.27,1.39
Whitefish,449.11,26.62,28.56,30.18,9.76,5.07
Parkki,145.84,18.18,20.08,21.21,8.63,3.16
Roach,148.97,20.91,23.36,24.1,6.25,3.73
Roach,150.45,19.61,23.36,26.22,6.56,3.69
Pike,707.34,42.08,43.28,48.09,7.64,4.8
Roach,147.5,21.06,22.47,26.09,6.84,3.71
Smelt,9.6,10.85,12.27,12.71,2.12,1.39
Roach,158.13,20.03,22.72,23.61,6.25,3.67
Whitefish,463.0,26.62,28.56,30.18,9.57,4.68
Pike,728.56,40.85,41.28,48.25,7.65,4.87
Pike,515.1,38.09,45.48,44.88,7.19,5.02
Bream,617.83,30.1,33.11,40.27,14.58,5.43
Roach,145.97,20.85,22.27,25.47,6.43,3.77
Whitefish,439.85,24.32,28.0,30.18,8.43,4.92
Bream,640.5,30.7,33.44,36.96,14.66,5.43
Whitefish,463.0,26.08,30.39,30.18,9.09,5.22
Bream,628.3,31.92,32.12,38.74,15.4,5.43
Smelt,10.3,11.98,11.45,13.21,2.2,1.38
Pike,530.4,42.5,46.37,45.8,7.26,5.06
Whitefish,312.12,26.08,27.72,29.26,8.95,4.97
Bream,611.65,31.52,31.45,37.2,15.79,5.54
Roach,149.01,20.23,21.36,23.86,6.36,3.77
Whitefish,444.48,26.88,30.39,31.11,9.57,4.45
Bream,599.29,31.01,33.99,38.5,15.4,5.28
Bream,636.36,29.18,32.12,39.66,14.58,5.64
Bream,648.72,31.21,34.1,39.12,15.34,5.37
Roach,147.49,20.85,22.27,23.61,6.77,3.57
Bream,640.5,28.79,33.44,37.59,15.7,5.21
Roach,159.65,21.06,21.16,24.6,6.83,3.49
Smelt,12.1,11.41,12.27,12.84,2.34,1.39
Bream,586.94,29.09,31.45,39.89,14.88,5.26
Bream,628.3,30.61,33.77,38.35,14.58,5.33
Whitefish,296.82,24.83,28.07,30.8,9.04,4.68
Pike,515.1,40.1,44.6,44.94,7.71,5.06
Bream,605.47,31.01,33.77,36.44,15.03,5.48
Parkki,147.35,18.55,20.17,22.09,8.62,3.23
Pike,499.8,38.5,42.14,46.26,7.11,5.15
Smelt,9.6,11.3,11.21,12.44,2.27,1.31
Roach,144.45,21.12,22.25,25.22,6.76,3.58
Bream,597.8,31.31,33.33,37.73,14.73,5.28
Parkki,142.84,18.05,20.29,22.27,8.8,3.04
Whitefish,467.63,24.83,30.1,30.49,9.76,4.59
Pike,714.41,42.91,45.48,46.36,7.19,4.63
Smelt,11.41,11.07,12.33,13.36,2.29,1.4
Parkki,153.36,18.18,19.38,22.97,9.16,3.19
Bream,640.5,30.1,31.78,38.5,15.03,5.54
Whitefish,306.0,27.68,29.81,30.82,9.76,4.87
Whitefish,306.0,26.61,28.28,32.03,8.87,4.73
Pike,742.7,38.5,45.48,43.97,7.79,4.95
Parkki,152.25,18.62,20.49,22.97,8.98,3.36
Roach,146.03,19.61,21.58,25.97,6.43,3.67
Parkki,156.37,19.38,18.98,24.36,8.11,3.2
Parkki,144.34,17.82,19.58,22.27,8.63,3.36
Pike,686.12,38.9,42.14,44.88,7.0,5.1
Pike,484.5,41.3,44.16,45.34,7.0,4.7
Parkki,142.1,18.24,19.66,21.21,8.89,3.23
Smelt,10.95,11.41,11.48,12.44,2.29,1.25
Bream,597.8,31.52,33.44,38.12,14.95,5.07
Perch,213.18,26.66,26.83,26.95,8.08,4.83
Perch,381.85,23.04,26.57,28.53,6.64,4.92
Whitefish,449.11,26.62,30.1,31.72,8.78,4.92
Smelt,10.0,11.07,12.57,13.36,2.36,1.23
Parkki,152.25,17.27,19.58,23.2,9.16,3.11
Smelt,9.6,10.73,11.56,12.55,2.22,1.24
Whitefish,321.3,24.32,27.79,32.41,9.13,4.92
Bream,585.6,29.7,33.11,40.04,15.94,5.49
Whitefish,309.06,25.86,27.16,31.14,9.67,4.97
Bream,628.3,31.52,31.45,36.96,14.51,5.23
Perch,404.99,23.77,27.35,30.64,7.06,5.02
Bream,585.6,31.92,31.35,38.12,15.1,5.12
Whitefish,472.26,25.82,29.12,32.34,8.95,4.92
Pike,489.6,42.11,40.85,45.41,7.79,4.95
Perch,404.99,23.77,26.9,29.13,7.13,4.36
Bream,642.54,31.21,33.44,38.88,14.73,5.33
Parkki,143.55,19.0,20.56,22.27,8.28,2.98
Bream,597.8,31.82,31.35,37.2,15.34,5.49
Parkki,147.35,18.62,20.56,21.21,8.87,3.46
Pike,530.4,42.08,42.39,44.94,7.56,4.82
Pike,742.7,40.02,42.14,48.09,7.64,5.11
Roach,154.88,20.29,22.03,25.35,6.25,3.49
Bream,630.19,31.31,31.78,40.04,15.55,5.64
Perch,202.73,26.14,27.47,29.74,7.69,4.32
Bream,586.94,29.4,32.12,39.66,15.25,5.12
Whitefish,476.89,25.09,28.0,30.8,9.09,5.17
Perch,200.64,24.83,29.17,26.4,6.78,4.15
Smelt,11.87,11.07,12.27,13.47,2.18,1.25
Roach,151.93,20.23,21.16,25.97,6.56,3.78
Bream,603.9,30.31,31.68,39.89,14.51,5.48
Pike,686.12,40.02,46.37,44.94,7.36,5.11
Bream,591.7,30.4,33.66,39.66,15.18,5.26
Parkki,143.55,19.95,20.56,22.74,8.96,3.01
Perch,215.27,26.66,27.75,29.43,8.16,4.24
Bream,599.29,29.09,34.32,37.34,15.4,5.44
Smelt,11.98,11.3,11.21,12.84,2.18,1.24
Pike,515.1,42.91,43.0,45.8,7.26,5.11
Parkki,148.85,19.09,21.11,21.21,9.07,3.36
Whitefish,302.94,25.6,28.65,31.77,8.6,5.07
Pike,742.7,43.32,44.16,45.8,7.65,4.72
Parkki,144.34,18.43,20.91,23.43,8.63,3.33
Pike,489.6,39.7,41.28,48.25,7.36,4.8
Roach,145.97,20.23,21.83,25.22,6.63,3.64
Perch,204.82,24.49,28.89,27.5,6.71,4.15
Bream,610.0,29.4,34.32,39.89,15.7,5.17
Perch,374.13,25.22,28.6,30.04,7.77,4.78
Bream,585.6,30.7,33.77,37.97,14.36,5.48
Whitefish,486.15,26.37,28.0,29.88,9.67,4.45
Smelt,12.1,11.64,12.15,13.36,2.25,1.33
Parkki,144.34,19.38,20.56,22.97,8.53,3.26
Parkki,153.36,19.19,20.29,23.9,8.28,3.42
Bream,591.7,28.88,31.45,38.35,15.49,5.26
Pike,530.4,43.32,44.16,47.17,7.14,4.68
Roach,158.13,21.47,22.72,25.1,6.36,3.73
Pike,515.1,40.5,45.93,46.26,7.22,5.1
Bream,622.2,29.09,34.65,38.12,15.79,5.7
Bream,579.5,31.01,34.32,37.34,14.66,5.17
Parkki,147.9,18.36,18.98,22.04,8.89,3.14
Parkki,142.1,17.64,19.18,21.87,9.07,3.14
Bream,648.72,28.88,31.68,37.97,14.95,5.33
Smelt,11.06,11.75,11.84,13.74,2.23,1.26
Bream,634.4,31.31,33.33,36.96,15.79,5.16
Pike,504.9,40.5,40.85,48.73,7.0,4.77
Pike,686.12,40.43,44.72,47.63,7.65,4.77
Bream,610.0,31.01,33.66,37.34,14.88,5.12
Parkki,157.87,17.45,19.77,23.2,8.28,3.01
Parkki,154.87,19.57,19.66,21.87,9.25,3.33
Whitefish,296.82,24.58,28.0,30.8,8.78,4.92
Pike,721.48,38.5,45.15,47.17,7.34,4.85
Bream,593.12,29.18,32.45,36.96,15.1,5.49
Smelt,11.75,11.3,11.8,12.44,2.29,1.34
Perch,204.82,24.49,25.01,26.95,6.64,4.78
Parkki,150.8,19.38,18.78,21.21,8.96,2.98
Whitefish,312.12,27.68,28.0,29.26,9.22,4.87
Parkki,140.65,18.05,18.98,23.9,8.79,3.26
Pike,707.34,40.1,41.28,43.97,7.41,4.97
Smelt,11.98,11.41,12.08,13.1,2.18,1.25
Roach,146.03,19.61,22.7,23.61,7.03,3.42
Smelt,11.64,11.98,11.8,12.81,2.18,1.36
Bream,628.3,31.62,34.1,37.97,14.58,5.64
Smelt,12.1,11.19,12.08,13.87,2.25,1.42
Roach,148.97,19.82,22.27,23.72,6.56,3.84
Pike,693.19,43.32,43.43,43.97,7.56,5.02
Roach,153.57,19.68,21.14,25.97,6.83,3.71
Roach,149.01,19.88,22.03,24.85,7.03,3.53
Parkki,145.0,17.64,20.08,22.53,8.28,2.98
Whitefish,318.24,25.86,29.4,31.42,8.43,5.07
Smelt,11.29,11.75,12.27,13.23,2.16,1.34
Perch,366.42,23.04,26.57,28.53,7.2,4.36
Perch,381.85,25.88,27.35,28.05,6.99,4.69
Bream,593.12,29.7,34.65,39.12,15.34,5.54
Roach,149.01,20.29,23.36,25.35,6.96,3.49
Whitefish,290.7,27.68,29.81,31.42,9.22,4.97
Smelt,10.3,11.86,12.33,12.55,2.27,1.35
Pike,489.6,42.08,45.04,44.43,6.93,5.11
Smelt,10.1,10.85,11.33,13.21,2.25,1.31
Smelt,9.9,11.87,11.8,12.84,2.14,1.38
Smelt,10.95,11.07,11.33,13.47,2.12,1.29
Smelt,9.7,11.07,11.84,13.21,2.31,1.34
Whitefish,302.94,27.95,28.0,31.14,9.19,5.02
Smelt,11.18,11.98,12.15,12.44,2.12,1.3
Roach,148.97,19.61,21.14,24.72,6.84,3.77
Roach,159.65,21.12,22.92,24.22,6.69,3.67
Pike,510.0,39.2,43.43,45.41,7.41,4.77
Smelt,12.1,11.07,11.96,13.08,2.14,1.3
Parkki,152.25,18.05,21.53,24.13,8.45,3.17
Roach,147.49,20.44,23.17,24.97,6.25,3.53
Pike,525.3,39.61,45.04,43.51,7.44,4.82
Bream,579.5,29.4,31.68,37.2,14.66,5.43
Perch,206.91,24.73,29.74,29.74,6.99,4.92
Smelt,11.41,10.96,12.45,12.55,2.16,1.21
